iter	RMSE
378	0.04391661056
379	0.04373855996
380	0.04358375547
381	0.04346045406
382	0.04336280542
383	0.04316529881
384	0.04314547771
385	0.04302307093
386	0.04300501639
387	0.04288149778
388	0.04274441513
389	0.0426276894
390	0.04249222024
391	0.0424137758
392	0.04230202818
393	0.04214992433
394	0.04206613938
395	0.04196603967
396	0.04182586264
397	0.04171094516
398	0.04162152473
399	0.04147908764
400	0.04134302125
401	0.04123676483
402	0.04113036032
403	0.04101782935
404	0.04089510097
405	0.04081471295
406	0.04069580848
407	0.04061004419
408	0.04054590558
409	0.04044630875
410	0.04033307119
411	0.04022846791
412	0.04012259472
413	0.04001119763
414	0.03986431451
415	0.0397778953
416	0.03966949188
417	0.03949799971
418	0.03932803032
419	0.03922058509
420	0.03910091165
421	0.0390089593
422	0.03890996704
423	0.03880904406
424	0.03872089747
425	0.03860565919
426	0.03852672706
427	0.03849950939
428	0.03841253857
429	0.038397744
430	0.03832285442
431	0.03819090402
432	0.03817245441
433	0.03814600889
434	0.03799907386
435	0.03796167499
436	0.03787882315
437	0.03785693293
438	0.03780248722
439	0.03774734487
440	0.03773070739
441	0.03766659806
442	0.03759161013
443	0.03748932518
444	0.03738602583
445	0.03725605501
446	0.03715216648
447	0.03712379979
448	0.03704311472
449	0.03690816333
450	0.03689176374
451	0.03679565194
452	0.03677250754
453	0.03670270546
454	0.03657857209
455	0.03648387615
456	0.03646827289
457	0.03644445622
458	0.03642300464
459	0.03635382375
460	0.03632039834
461	0.03630602371
462	0.03625744312
463	0.03618752169
464	0.0360921453
465	0.03599053083
466	0.03588495063
467	0.03586713026
468	0.0357626312
469	0.03567629157
470	0.03558598292
471	0.03553766755
472	0.0354329789
473	0.03534250193
474	0.03525006103
475	0.03515793404
476	0.03506474715
477	0.03498272949
478	0.03489392118
479	0.0347811023
480	0.03470906619
481	0.03462497574
482	0.03455152107
483	0.03447267462
484	0.03436585401
485	0.03431177599
486	0.03421551785
487	0.03412565701
488	0.03402928097
489	0.03400770897
490	0.03392479285
491	0.03390862048
492	0.03381156427
493	0.03372388838
494	0.03363887171
495	0.03353555233
496	0.03345637063
497	0.03330800279
498	0.03322836723
499	0.03314401871
500	0.03309671112
501	0.03301407623
502	0.03292771754
503	0.03286449396
504	0.03279377693
505	0.03264576029
506	0.03253388711
507	0.03247805547
508	0.03241542962
509	0.03233681562
510	0.0322313201
511	0.032152404
512	0.03207396912
513	0.03198078835
514	0.03192538484
515	0.03190868985
516	0.03185037031
517	0.03179039442
518	0.03177000314
519	0.03171726007
520	0.03170488786
521	0.03163005503
522	0.0316191247
523	0.03153438423
524	0.0314598033
525	0.03142858198
526	0.03133954908
527	0.03125160751
528	0.03119668369
529	0.03115363285
530	0.03106249417
531	0.03105252693
532	0.03089789179
533	0.03081683613
534	0.0307337076
535	0.03066317496
536	0.03059099982
537	0.03050725655
538	0.03045481852
539	0.03036614901
540	0.03031907094
541	0.03027281721
542	0.03023040013
543	0.03017350053
544	0.03013258603
545	0.03000675937
546	0.02990503169
547	0.02982630165
548	0.02981656366
549	0.02974375718
550	0.02964334345
551	0.02958244103
552	0.02948124531
553	0.02945949481
554	0.02942723383
555	0.02934879136
556	0.02932789066
557	0.02924083559
558	0.02918265216
559	0.02914793613
560	0.02907423609
561	0.02904818156
562	0.02897634092
563	0.02893277296
564	0.02886326149
565	0.02877456753
566	0.02874622432
567	0.02874028057
568	0.02872391685
569	0.02865181606
570	0.02858136305
571	0.02849984788
572	0.02847088291
573	0.02839977922
574	0.02831676205
575	0.02828697845
576	0.02821172666
577	0.02817464252
578	0.02809984151
579	0.02801313826
580	0.0280039941
581	0.02791238276
582	0.02790638596
583	0.02787500525
584	0.02785843851
585	0.02777478733
586	0.02772821524
587	0.02769985527
588	0.02762804215
589	0.02756881877
590	0.02748897301
591	0.02740904994
592	0.02736717767
593	0.02736051033
594	0.02730906183
595	0.02725686612
596	0.02716043672
597	0.02707695692
598	0.02700919344
599	0.02695207125
600	0.02687081309
601	0.02683617458
602	0.02674886055
603	0.02673900008
604	0.0267091075
605	0.02664839232
606	0.02656867157
607	0.02646007079
608	0.02638106276
609	0.02633951946
610	0.02629288196
611	0.02622521253
612	0.02616491731
613	0.02613387399
614	0.0261227015
615	0.02609208963
616	0.02607874534
617	0.0260147105
618	0.02594545315
619	0.0258688577
620	0.0257798998
621	0.02575963752
622	0.02566451936
623	0.0256055366
624	0.02556213071
625	0.02549439208
626	0.02543132475
627	0.02536714569
628	0.02535369889
629	0.02530442092
630	0.02524986788
631	0.02518076601
632	0.02516230671
633	0.02515637975
634	0.02508390576
635	0.0250234893
636	0.02500644936
637	0.0249451313
638	0.02487416911
639	0.02476778472
640	0.02469376331
641	0.0246752159
642	0.02460377744
643	0.02455165602
644	0.02451559072
645	0.02445475868
646	0.02438826483
647	0.02434744592
648	0.02428979615
649	0.02423809519
650	0.02417085586
651	0.02412102389
652	0.02405251251
653	0.02399303389
654	0.02395489949
655	0.02394598257
656	0.02388178971
657	0.02381340176
658	0.02374867362
659	0.02369150752
660	0.02362059549
661	0.02351774798
662	0.02344846942
663	0.02339194638
664	0.02331146807
665	0.02326616514
666	0.02319731098
667	0.02313710598
668	0.02306419307
669	0.02300596796
670	0.02293455475
671	0.0228850972
672	0.02281969057
673	0.0227543422
674	0.02267809565
675	0.02264096319
676	0.02257559009
677	0.02252424507
678	0.02248142583
679	0.02245835356
680	0.0224359347
681	0.0223757264
682	0.02233149152
683	0.02230993159
684	0.02226251399
685	0.02220678577
686	0.02216345448
687	0.02210811233
688	0.02206598361
689	0.02201675745
690	0.02196568773
691	0.02190007167
692	0.02184482817
693	0.0217795415
694	0.02171852355
695	0.02167820448
696	0.02162162818
697	0.02155726108
698	0.02149674037
699	0.02143090981
700	0.02135687316
701	0.02135010775
702	0.02128094293
703	0.02123425573
704	0.02117055738
705	0.02112565786
706	0.02108556708
707	0.02103718915
708	0.02098765039
709	0.0209802626
710	0.02091697773
711	0.02087083429
712	0.02080629961
713	0.02074773323
714	0.02069662973
715	0.0206432053
716	0.02059981607
717	0.02055044138
718	0.02051369147
719	0.02044018071
720	0.02039951285
721	0.02034846812
722	0.02028599575
723	0.02021539033
724	0.02018063274
725	0.02012409302
726	0.0200516393
727	0.01999646166
728	0.01993838096
729	0.01988597789
730	0.01983741191
731	0.01977609258
732	0.01974165514
733	0.01970290939
734	0.01966359307
735	0.01960365934
736	0.01956763838
737	0.01953863531
738	0.01948957687
739	0.0194376609
740	0.01939287478
741	0.01938602419
742	0.01936622378
743	0.01932191922
744	0.01928764401
745	0.01926308028
746	0.01921481892
747	0.01917209949
748	0.01912982397
749	0.01911402658
750	0.0191091413
751	0.01905427918
752	0.01900138668
753	0.01897448247
754	0.01894061644
755	0.01889844263
756	0.01885437216
757	0.01881468138
758	0.01877801892
759	0.0187241983
760	0.01870342214
761	0.01867531677
762	0.01864495712
763	0.01860662508
764	0.01855591003
765	0.0185299161
766	0.01848351815
767	0.01843162457
768	0.01839293255
769	0.01836029568
770	0.01831629959
771	0.01827320599
772	0.01822896619
773	0.01818616743
774	0.01816680098
775	0.01812708143
776	0.01809239788
777	0.01804941014
778	0.01800705223
779	0.01796488555
780	0.01791533946
781	0.01789116147
782	0.01782846338
783	0.01780708172
784	0.01775738286
785	0.01772237405
786	0.01767658174
787	0.01763194151
788	0.01761354404
789	0.01756559361
790	0.01754062554
791	0.01746936442
792	0.01742470559
793	0.01739064729
794	0.01736695665
795	0.01734647384
796	0.01730716737
797	0.01725478173
798	0.01724610655
799	0.01721738138
800	0.01715260619
801	0.01711415798
802	0.01709094999
803	0.01705474749
804	0.01703279164
805	0.01702072718
806	0.01695487875
807	0.01692104552
808	0.01688512726
809	0.01684582943
810	0.01681234117
811	0.01675534356
812	0.01672940983
813	0.01671493602
814	0.01670032647
815	0.01666233664
816	0.01663526054
817	0.01659407825
818	0.01654674154
819	0.01649012595
820	0.01645441281
821	0.01641594728
822	0.01639965064
823	0.01638155555
824	0.01633985655
825	0.01629453605
826	0.01625675879
827	0.01621811892
828	0.01621137158
829	0.01620348661
830	0.01615488252
831	0.01611602927
832	0.01608666076
833	0.01604715433
834	0.01601277356
835	0.01598401675
836	0.01595836416
837	0.01590959338
838	0.0158664406
839	0.01583755804
840	0.01579463976
841	0.01574207602
842	0.01568931587
843	0.01568486129
844	0.01565947094
845	0.01563307657
846	0.0155991481
847	0.01555858194
848	0.01552520356
849	0.01550366605
850	0.01545232005
851	0.01541789338
852	0.0153753641
853	0.01535028759
854	0.01534058184
855	0.01530329599
856	0.01527779852
857	0.01523875226
858	0.01522454409
859	0.01518391604
860	0.01516000021
861	0.01513468083
862	0.01510556295
863	0.01509037921
864	0.01504497151
865	0.01502003241
866	0.01498663592
867	0.01497203344
868	0.01493619885
869	0.01491896589
870	0.01488788087
871	0.01484002466
872	0.0148042687
873	0.01478458107
874	0.01473151151
875	0.01468817544
876	0.01465037509
877	0.0146090628
878	0.01457790074
879	0.01453708122
880	0.01450991643
881	0.01450111836
882	0.0144667636
883	0.01444134521
884	0.01440733229
885	0.01439598564
886	0.01436353197
887	0.01432400285
888	0.01431545786
889	0.01427881767
890	0.01423803159
891	0.01419884687
892	0.0141671361
893	0.01414209831
894	0.01410540009
895	0.01409657023
896	0.01408085473
897	0.01405073839
898	0.01403459212
899	0.01400619059
900	0.01398254601
901	0.01394828702
902	0.01392039103
903	0.01388879681
904	0.01386359523
905	0.01383542949
906	0.01380207319
907	0.01377803478
908	0.01373972327
909	0.01372070575
910	0.01369950539
911	0.01367440605
912	0.01365253259
913	0.01363075155
914	0.01360037662
915	0.01355303485
916	0.01352783617
917	0.01350174951
918	0.01345721849
919	0.01343035707
920	0.0134000443
921	0.01335886674
922	0.01333171648
923	0.01330593948
924	0.01325917379
925	0.01322029063
926	0.01321035449
927	0.01317080934
928	0.01314336816
929	0.01311721856
930	0.01310175158
931	0.01307913828
932	0.01306102921
933	0.01304263556
934	0.01301039987
935	0.0129695398
936	0.01294617647
937	0.01292197078
938	0.01290494601
939	0.01285989534
940	0.01282830362
941	0.01279858085
942	0.01277568809
943	0.01275055272
944	0.01273328959
945	0.01269838994
946	0.01267143045
947	0.0126416982
948	0.01262414153
949	0.0125900526
950	0.01257525809
951	0.01254790257
952	0.01252437064
953	0.01250079458
954	0.01247362728
955	0.01244027554
956	0.01240903597
957	0.01237841829
958	0.01235687335
959	0.01233768319
960	0.01230491788
961	0.01229222855
962	0.01225920774
963	0.01223780293
964	0.01220631088
965	0.01217275662
966	0.0121443903
967	0.01211430199
968	0.01208499221
969	0.01205066927
970	0.01201987308
971	0.01198416742
972	0.0119596715
973	0.01192998718
974	0.01190510844
975	0.01188628726
976	0.01187992138
977	0.01185206295
978	0.01182743565
979	0.01181633967
980	0.01177031905
981	0.01173489368
982	0.01170242736
983	0.01167012389
984	0.01165265425
985	0.01163114656
986	0.01160088884
987	0.01157751029
988	0.01155189408
989	0.01153081753
990	0.01150817969
991	0.01148804317
992	0.01146030316
993	0.0114282165
994	0.0114007701
995	0.0113778285
996	0.01135693569
997	0.0113222977
998	0.01130497636
999	0.01128918662
